time,open,high,low,close,volume,source,timeframe
2018-07-03 00:00:00,110.879,111.128,110.385,110.413,48546,MT5,H4
2018-07-04 00:00:00,110.412,110.551,110.278,110.501,42212,MT5,H4
2018-07-05 00:00:00,110.5,110.719,110.289,110.561,47854,MT5,H4
2018-07-06 00:00:00,110.564,110.782,110.379,110.45,38230,MT5,H4
2018-07-08 00:00:00,110.41,110.466,110.381,110.438,3302,MT5,H4
2018-07-09 00:00:00,110.437,110.969,110.348,110.949,37993,MT5,H4
2018-07-10 00:00:00,110.952,111.349,110.785,110.852,43108,MT5,H4
2018-07-11 00:00:00,110.85,112.172,110.765,111.975,57144,MT5,H4
2018-07-12 00:00:00,111.974,112.694,111.962,112.664,45692,MT5,H4
2018-07-13 00:00:00,112.664,112.796,112.275,112.336,38380,MT5,H4
2018-07-15 00:00:00,112.194,112.453,112.194,112.397,3669,MT5,H4
2018-07-16 00:00:00,112.398,112.558,112.223,112.38,35461,MT5,H4
2018-07-17 00:00:00,112.38,113.066,112.223,113.023,46973,MT5,H4
2018-07-18 00:00:00,113.02,113.133,112.711,112.799,42965,MT5,H4
2018-07-19 00:00:00,112.797,113.168,112.058,112.361,51472,MT5,H4
2018-07-20 00:00:00,112.361,112.618,111.385,111.425,53632,MT5,H4
2018-07-22 00:00:00,111.369,111.492,111.04,111.056,4346,MT5,H4
2018-07-23 00:00:00,111.057,111.539,110.745,111.461,50270,MT5,H4
2018-07-24 00:00:00,111.462,111.462,110.958,111.278,46480,MT5,H4
2018-07-25 00:00:00,111.27,111.371,110.662,110.855,52930,MT5,H4
2018-07-26 00:00:00,110.855,111.244,110.582,111.154,44130,MT5,H4
2018-07-27 00:00:00,111.155,111.235,110.796,110.98,39578,MT5,H4
2018-07-29 00:00:00,110.927,110.996,110.896,110.939,3704,MT5,H4
2018-07-30 00:00:00,110.941,111.157,110.887,110.998,37350,MT5,H4
2018-07-31 00:00:00,110.996,111.953,110.74,111.83,53794,MT5,H4
2018-08-01 00:00:00,111.825,112.146,111.391,111.641,43999,MT5,H4
2018-08-02 00:00:00,111.639,111.73,111.315,111.698,44977,MT5,H4
